penyebut,pembilang,penyebut m(x),pembilang m(x),tau(x),sigma(x),maks orbit(penyebut),maks orbit(pembilang),banyaknya n,banyaknya kenaikan,mutlak selisih maksimum(penyebut),mutlak selisih maksimum(pembilang),klasifikasi
320411,169635,320411,347288,157,151,366184,654567,77,119,2563288,1603015,1
904383,478807,106398,115357,157,134,7235064,12932957,77,119,425592,266155,1
102992,54527,3295744,3573473,157,53,411968,736409,77,119,411968,257635,1
899997,476485,105882,114841,157,133,1028568,1838609,77,119,423528,264865,1
244397,129391,3910352,4241835,157,106,1955176,3494963,77,119,1955176,1222725,1
56134,29719,105664,114623,157,146,28067,50171,77,119,3302,2065,1
3296,1745,105472,114431,157,37,13184,23567,77,119,13184,8245,1
55896,29593,105216,114175,157,145,223584,399667,77,119,13152,8225,1
16429,8698,525728,570523,157,82,18776,33563,77,119,131432,82195,1
120541,63818,3857312,4188795,157,105,964328,1723789,77,119,964328,603075,1
16259,8608,520288,565083,157,81,130072,232511,77,119,130072,81345,1
882385,467161,103810,112769,157,130,201688,360529,77,119,83048,51937,1
878135,464911,103310,112269,157,129,1405016,2511553,77,119,82648,51687,1
48233,25536,1543456,1677841,157,50,385864,689757,77,119,385864,241315,1
79442,42059,2542144,2766119,157,88,158884,284017,77,119,158884,99365,1
17,10,17,31,55,36,272,805,26,43,16,19,1
67565230,39744253,135130460,247073869,231,49,540521840,1599704989,114,174,540521840,641868539,1
66788602,39287413,133577204,244241461,231,49,534308816,1581317179,114,174,534308816,634490573,1
405418908,238481711,270279272,494401037,231,49,270279272,799906709,114,174,270279272,320955967,1
400759140,235740671,267172760,488736221,231,49,66793190,197678201,114,174,33396595,39658373,1
56978854,33516973,113957708,208464733,231,49,455830832,1349056969,114,174,455830832,541297967,1
56268322,33099013,112536644,205873381,231,49,40922416,121112189,114,174,450146576,534547913,1
101072439,59454376,33690813,61656022,231,49,539053008,1595357497,114,174,539053008,640123919,1
99907497,58769116,33302499,60947920,231,49,532839984,1576969687,114,174,532839984,632745953,1
392826231,231074254,130942077,239656063,231,49,2095073232,6200486113,114,174,2095073232,2487893351,1
341900652,201118031,227933768,417182765,231,49,227933768,674582699,114,174,227933768,270670681,1
388166463,228333214,129388821,236823655,231,49,2070221136,6126934873,114,174,2070221136,2458381487,1
337637460,198610271,225091640,412000061,231,49,112545820,333085627,114,174,112545820,133647827,1
47317822,27834013,94635644,173230381,231,49,378542576,1120317829,114,174,378542576,449518163,1
46826233,27544843,93652466,171437527,231,49,749219728,2217357473,114,174,749219728,889696135,1
46673386,27454933,93346772,170880085,231,49,373387088,1105059859,114,174,373387088,443396021,1
46355299,27267823,92710598,169720003,231,49,741684784,2195057363,114,174,741684784,880748389,1
44084626,25932133,88169252,161438725,231,49,352677008,1043767159,114,174,352677008,418802801,1
88076993,51809996,88076993,161270488,231,49,1409231888,4170699901,114,174,1409231888,1673458283,1
87512423,51477896,87512423,160240978,231,49,1400198768,4143965851,114,174,1400198768,1662731453,1
130772243,76924849,261544486,478912565,231,49,2092355888,6192443179,114,174,2092355888,2484665741,1
43462222,25566013,86924444,159168781,231,49,347697776,1029030829,114,174,347697776,412889963,1
129218987,76011169,258437974,473247749,231,49,2067503792,6118891939,114,174,2067503792,2455153877,1
42667693,25098643,85335386,156271087,231,49,682683088,2020438373,114,174,682683088,810683875,1
85192875,50113456,28397625,52003738,231,49,454362000,1344709477,114,174,454362000,539553347,1
42406063,24944743,84812126,155316907,231,49,678497008,2008049423,114,174,678497008,805712905,1
84127077,49486516,28042359,51355900,231,49,448677744,1327886587,114,174,448677744,532803293,1
329307975,193710574,109769325,201046927,231,49,1756309200,5197894033,114,174,1756309200,2085611063,1
40961590,24095053,81923180,150048829,231,49,327692720,969824689,114,174,327692720,389133959,1
325044783,191202814,108348261,198455575,231,49,1733572176,5130602473,114,174,1733572176,2058610847,1
283934460,167020271,189289640,346714061,231,49,189289640,560213129,114,174,189289640,224780779,1
202144866,118908745,134763244,246843907,231,49,49004816,145032455,114,174,539052976,640123499,1
40361218,23741893,80722436,147859237,231,49,322889744,955609999,114,174,322889744,383430425,1
280984926,165285251,187323284,343128353,231,49,749293136,2217574331,114,174,749293136,889782925,1
40009692,23535113,26673128,48859067,231,49,3334141,9867574,114,174,6668282,7918561,1
199814982,117538225,133209988,244011499,231,49,532839952,1576969195,114,174,532839952,632745533,1
39737046,23374733,26491364,48527615,231,49,105965456,313610603,114,174,105965456,125833597,1
37948714,22322773,75897428,139060693,231,49,303589712,898490419,114,174,303589712,360511637,1
264535284,155608991,176356856,323130749,231,49,88178428,260968897,114,174,88178428,104711549,1
264258507,155446181,176172338,322794275,231,49,1409378704,4171133617,114,174,1409378704,1673631863,1
262564797,154449881,175043198,320735255,231,49,127304144,376763597,114,174,1400345584,1662905033,1
37370374,21982573,74740748,136951453,231,49,298962992,884797369,114,174,298962992,355017407,1
260800860,153412271,173867240,318590861,231,49,173867240,514569629,114,174,173867240,206466679,1
36812689,21654523,73625378,134917543,231,49,589003024,1743186713,114,174,589003024,699438799,1
404289720,237817483,269526480,493907633,231,49,539052960,1595356759,114,174,539052960,640123289,1
256033686,150608051,170689124,312795473,231,49,682756496,2020655231,114,174,682756496,810770665,1
109599491,64470289,219198982,401694293,231,49,1753591856,5189851099,114,174,1753591856,2082383453,1
36484963,21461743,72969926,133722307,231,49,583759408,1727667923,114,174,583759408,693212005,1
254463906,149684651,169642604,310887113,231,49,678570416,2008266281,114,174,678570416,805799695,1
399629952,235076443,266419968,488242817,231,49,532839936,1576968949,114,174,532839936,632745323,1
108178427,63634369,216356854,396511589,231,49,1730854832,5122559539,114,174,1730854832,2055383237,1
70701327,41589016,23567109,43195150,231,49,377073744,1115970337,114,174,377073744,447773543,1
245797068,144586511,163864712,300350957,231,49,14896792,44087869,114,174,163864712,194588677,1
35045998,20615293,70091996,128474317,231,49,280367984,829764349,114,174,280367984,332935835,1
139927887,82310522,46642629,85493873,231,49,67843824,200787499,114,174,746282064,886206895,1
69734673,41020396,23244891,42607576,231,49,371918256,1100712367,114,174,1947216,2312311,1
138515085,81479462,46171695,84635111,231,49,738747120,2186362379,114,174,738747120,877259149,1
242194836,142467551,161463224,295971773,231,49,80731612,238929607,114,174,80731612,95868455,1
34489690,20288053,68979380,126445429,231,49,275917520,816592939,114,174,275917520,327650909,1
68586935,40345256,68586935,125729794,231,49,1097390960,3247788331,114,174,1097390960,1303147181,1
170385738,100226905,113590492,208234771,231,49,454361968,1344708985,114,174,454361968,539552927,1
68110493,40064996,68110493,124860988,231,49,99069808,293202491,114,174,1089767888,1294094783,1
271341783,159612814,90447261,165812575,231,49,1447156176,4282937473,114,174,1447156176,1718491847,1
168254142,98973025,112169428,205643419,231,49,448677712,1327886095,114,174,448677712,532802873,1
268392249,157877794,89464083,164019721,231,49,1431425328,4236381103,114,174,1431425328,1699811465,1
267475167,157338334,89158389,163462279,231,49,1426534224,4221905593,114,174,1426534224,1694003279,1
265566645,156215674,88522215,162302197,231,49,1416355440,4191780883,114,174,1416355440,1681915973,1
66199217,38940716,66199217,121375720,231,49,1059187472,3134722861,114,174,1059187472,1257780539,1
65851533,38736196,21950511,40247236,231,49,31928016,94492697,114,174,351208176,417058181,1
32899255,19352503,65798510,120645019,231,49,526388080,1557874103,114,174,526388080,625083553,1
263129355,154781974,87709785,160820707,231,49,1403356560,4153309933,114,174,1403356560,1666479803,1
65733791,38666936,65733791,120527002,231,49,1051740656,3112683571,114,174,1051740656,1248937445,1
261435645,153785674,87145215,159791197,231,49,1394323440,4126575883,114,174,1394323440,1655752973,1
32566021,19156483,65132042,119429695,231,49,521056336,1542094493,114,174,521056336,618752107,1
227719812,133952831,151813208,278374685,231,49,18976651,56162428,114,174,37953302,45069379,1
64917927,38187016,21639309,39679750,231,49,346228944,1024683337,114,174,346228944,411145343,1
64513769,37949276,64513769,118302256,231,49,1032220304,3054911941,114,174,1032220304,1225757027,1
32253442,18972613,64506884,118289701,231,49,258027536,763646479,114,174,258027536,306406553,1
32206624,18945073,64413248,118118953,231,49,128826496,381268997,114,174,128826496,152980891,1
64125455,37720856,64125455,117594154,231,49,1026007280,3036524131,114,174,1026007280,1218379061,1
224249772,131911631,149499848,274156205,231,49,149499848,442452899,114,174,149499848,177530401,1
31892668,18760393,63785336,116973937,231,49,15946334,47194039,114,174,7973167,9468100,1
127452267,74971922,42484089,77910653,231,49,679745424,2011743389,114,174,679745424,807194635,1
31719166,18658333,63438332,116341165,231,49,253753328,750996709,114,174,253753328,301330931,1
126667377,74510222,42222459,77433563,231,49,675559344,1999354439,114,174,675559344,802223665,1
31557666,18563333,21038444,38584055,231,49,84153776,249057653,114,174,84153776,99932227,1
251942607,148201534,83980869,154020919,231,49,1343693904,3976734793,114,174,1343693904,1595630399,1
125832915,74019362,41944305,76926341,231,49,671108880,1986183029,114,174,671108880,796938739,1
31276758,18398093,20851172,38242559,231,49,83404688,246840683,114,174,83404688,99042685,1
31246515,18380303,20831010,38205793,231,49,166648080,493204001,114,174,166648080,197893831,1
124124041,73014142,124124041,227662841,231,49,1985984656,5877628877,114,174,1985984656,2358347611,1
248208183,146004814,82736061,151750975,231,49,1323776976,3917789473,114,174,1323776976,1571979047,1
30979224,18223073,20652816,37880851,231,49,41305632,122246249,114,174,41305632,49050247,1
30898474,18175573,61796948,113348053,231,49,247187792,731565619,114,174,247187792,293534357,1
123542947,72672322,123542947,226603199,231,49,179698832,531828397,114,174,1976687152,2347306825,1
30760774,18094573,61521548,112845853,231,49,22371472,66209579,114,174,246086192,292226207,1
61231001,36018236,61231001,112316032,231,49,979696016,2899463221,114,174,979696016,1163384435,1
336508272,197946043,224338848,411506657,231,49,448677696,1327885849,114,174,448677696,532802663,1
61166979,35980576,20388993,37399762,231,49,326223888,965477197,114,174,326223888,387389339,1
60903275,35825456,60903275,111718414,231,49,974452400,2883944431,114,174,974452400,1157157641,1
243441009,143200594,81147003,148853281,231,49,1298352048,3842542903,114,174,1298352048,1541786945,1
17,11,68,137,37,28,136,453,17,26,272,389,1
299207058,193604567,102129342464,205980157189,1253,108,2393656464,7972987789,625,945,4787312928,6846555725,1
294548208,190590017,100539121664,202776329989,1253,107,2356385664,7848843139,625,945,4712771328,6739950275,1
539788341,349274809,92123876864,185822086789,1253,210,4318306728,14383771103,625,945,8636613456,12351615775,1
536047491,346854259,91485438464,184535821189,1253,209,4288379928,14284088453,625,945,8576759856,12266016325,1
535014741,346186009,91309182464,184180717189,1253,200,4280117928,14256568703,625,945,8560235856,12242384575,1
531090291,343646659,90639409664,182831321989,1253,199,4248722328,14151993653,625,945,8497444656,12152583925,1
499304541,323079409,85214641664,171902009989,1253,172,3994436328,13304996903,625,945,7988872656,11425251175,1
495012891,320302459,84482200064,170426355589,1253,171,3960103128,13190637053,625,945,7920206256,11327048125,1
215692008,139565417,73622872064,148548003589,1253,96,1725536064,5747557339,625,945,3451072128,4935534875,1
211997058,137174567,5566281728,11231310553,1253,95,1695976464,5649097789,625,945,3391952928,4850985725,1
211859358,137085467,72314660864,145912342789,1253,104,1694874864,5645428489,625,945,3389749728,4847834825,1
208623408,134991617,71210123264,143687024389,1253,103,1668987264,5559199939,625,945,3337974528,4773788675,1
3268975353,2115219347,69738140864,140721412789,1253,272,26151802824,87108573949,625,945,52303605648,74801755325,1
3254310303,2105730197,69425286464,140091103189,1253,271,26034482424,86717793499,625,945,52068964848,74466184475,1
194073108,125576717,66243620864,133680982789,1253,92,1552584864,5171477239,625,945,3105169728,4440843575,1
190607658,123334367,65060747264,131297840389,1253,91,1524861264,5079133189,625,945,3049722528,4361545925,1
362086491,234291259,4753545728,9593886553,1253,268,2896691928,9648539453,625,945,5793383856,8285379325,1
180280158,116651867,61535627264,124195760389,1253,267,1442241264,4803935689,625,945,2884482528,4125228425,1
180257208,116637017,61527793664,124179977989,1253,136,1442057664,4803324139,625,945,2884115328,4124703275,1
178444158,115463867,60908939264,122933168389,1253,135,1427553264,4755011689,625,945,2855106528,4083216425,1
353985141,229049209,60413464064,121934931589,1253,158,2831881128,9432662303,625,945,5663762256,8100001375,1
706076907,456873293,60251896064,121609419589,1253,244,5648615256,18814871731,625,945,11297230512,16156677875,1
704034357,455551643,4621353728,9327558553,1253,196,5632274856,18760443781,625,945,11264549712,16109939525,1
702795057,454749743,59971844864,121045198789,1253,243,5622360456,18727420081,625,945,11244720912,16081581425,1
351070491,227163259,59916030464,120932749189,1253,157,2808563928,9354995453,625,945,5617127856,8033307325,1
699696807,452744993,59707460864,120512542789,1253,195,5597574456,18644860831,625,945,11195148912,16010686175,1
1365599739,883623361,58265588864,117607594789,1253,262,10924797912,36389214287,625,945,21849595824,31248088975,1
2722168653,1761403247,58072931264,117219446389,1253,352,21777349224,72537783649,625,945,43554698448,62289531425,1
1359931089,879955411,5274884224,10647301199,1253,261,10879448712,36238161437,625,945,21758897424,31118376925,1
2714205003,1756250297,57903040064,116877165589,1253,351,21713640024,72325575799,625,945,43427280048,62107304375,1
164662683,106546442,56204862464,113455837189,1253,80,658650732,2193887957,625,945,1317301464,1883931925,1
1293766239,837142861,55200692864,111432730789,1253,144,10350129912,34475062787,625,945,20700259824,29604369475,1
161220183,104318942,55029822464,111088477189,1253,79,644880732,2148021707,625,945,1289761464,1844545675,1
1282360089,829762411,54714030464,110452249189,1253,143,10258880712,34171122437,625,945,20517761424,29343369925,1
625132257,404497343,53344619264,107693288389,1253,192,5001058056,16657934881,625,945,10002116112,14304473825,1
621483207,402136193,53033233664,107065937989,1253,191,4971865656,16560698431,625,945,9943731312,14220974975,1
304780341,197210809,52015844864,105016198789,1253,114,2438242728,8121499103,625,945,4876485456,6974079775,1
301223091,194909059,3954518528,7984081753,1253,113,2409784728,8026708853,625,945,4819569456,6892681525,1
299310591,193671559,51082340864,103135462789,1253,108,2394484728,7975746353,625,945,4788969456,6848919025,1
299302091,193666059,1266468352,2557005127,1253,108,2394416728,7975519853,625,945,4788833456,6848724525,1
147358383,95349542,50298328064,101555907589,1253,76,589433532,1963333607,625,945,1178867064,1685950375,1
294651741,190657009,50287230464,101533549189,1253,107,2357213928,7851601703,625,945,4714427856,6742313575,1
294643241,190651509,150857339392,304591879567,1253,107,2357145928,7851375203,625,945,4714291856,6742119075,1
144099483,93240842,4471450624,9028618799,1253,75,576397932,1919913557,625,945,1152795864,1648664725,1
137042358,88674467,46777124864,94461718789,1253,84,1096338864,3651775489,625,945,2192677728,3135845825,1
135642408,87768617,4209025024,8499908399,1253,120,1085139264,3614470939,625,945,2170278528,3103811675,1
539995407,349408793,46079608064,93056427589,1253,210,4319963256,14389288231,625,945,8639926512,12356342375,1
539978407,349397793,138234472192,279160514767,1253,210,4319827256,14388835231,625,945,8639654512,12355953375,1
134494908,87026117,45907595264,92709872389,1253,83,1075959264,3583893439,625,945,2151918528,3077554175,1
134265408,86877617,45829259264,92552048389,1253,119,1074123264,3577777939,625,945,2148246528,3072302675,1
536254557,346988243,45760388864,92413294789,1253,209,4290036456,14289605581,625,945,8580072912,12270742925,1
536237557,346977243,137276814592,277231116367,1253,209,4289900456,14289152581,625,945,8579800912,12270353925,1
535221807,346319993,45672260864,92235742789,1253,200,4281774456,14262085831,625,945,8563548912,12247111175,1
535204807,346308993,137012430592,276698460367,1253,200,4281638456,14261632831,625,945,8563276912,12246722175,1
531297357,343780643,45337374464,91561045189,1253,199,4250378856,14157510781,625,945,8500757712,12157310525,1
531280357,343769643,136007771392,274674367567,1253,199,4250242856,14157057781,625,945,8500485712,12156921525,1
527984907,341637293,45054712064,90991563589,1253,128,4223879256,14069243731,625,945,8447758512,12081513875,1
130972083,84746642,4064103424,8207933999,1253,72,523888332,1745010257,625,945,1047776664,1498471825,1
523142457,338503943,44641489664,90159041989,1253,127,4185139656,13940206681,625,945,8370279312,11970707225,1
523119507,338489093,44639531264,90155096389,1253,228,4184956056,13939595131,625,945,8369912112,11970182075,1
521168757,337226843,44473067264,89819720389,1253,227,4169350056,13887613381,625,945,8338700112,11925544325,1
4094177331,2649173569,43671224864,88204243789,1253,344,32753418648,109097775023,625,945,65506837296,93684225775,1
127896783,82756742,43655435264,88172432389,1253,71,511587132,1704036407,625,945,1023174264,1463286775,1
4085616981,2643634519,43579914464,88020280189,1253,343,32684935848,108869666873,625,945,65369871696,93488344825,1
499511607,323213393,42624990464,86096389189,1253,172,3996092856,13310514031,625,945,7992185712,11429977775,1
499494607,323202393,127870619392,258280399567,1253,172,3995956856,13310061031,625,945,7991913712,11429588775,1
495219957,320436443,42258769664,85358561989,1253,171,3961759656,13196154181,625,945,7923519312,11331774725,1
495202957,320425443,126771956992,256066917967,1253,171,3961623656,13195701181,625,945,7923247312,11331385725,1
122537958,79289267,41826289664,84487241989,1253,314,980303664,3265275889,625,945,1960607328,2803951025,1
122274033,79118492,41736203264,84305744389,1253,313,122274033,407280383,625,945,244548066,349738975,1
244330041,158095909,41698993664,84230777989,1253,360,1954640328,6510676403,625,945,3909280656,5590834675,1
244146441,157977109,3787969024,7651604399,1253,176,1953171528,6505784003,625,945,3906343056,5586633475,1
243893991,157813759,3784052224,7643713199,1253,359,1951151928,6499056953,625,945,3902303856,5580856825,1
242884191,157160359,3768385024,7612148399,1253,175,1943073528,6472148753,625,945,3886147056,5557750225,1
3823642731,2474121769,40785522464,82390402189,1253,348,30589141848,101888823623,625,945,61178283696,87493757575,1
3816780681,2469681619,297170272,600313397,1253,347,30534245448,101705970173,625,945,61068490896,87336737725,1
942355839,609759661,40207182464,81225217189,1253,148,7538846712,25111009187,625,945,15077693424,21563272675,1
936136389,605735311,39941819264,80690588389,1253,147,7489091112,24945279137,625,945,14978182224,21420957025,1
465101907,300948293,39688696064,80180619589,1253,180,3720815256,12393596731,625,945,7441630512,10642602875,1
462921657,299537543,3591149824,7255071599,1253,179,3703373256,12335499481,625,945,7406746512,10592713625,1
115503783,74737742,39425291264,79649936389,1253,68,462015132,1538917907,625,945,924030264,1321496275,1
7352458287,4757473013,39213110864,79222455289,1253,612,58819666296,195921370171,625,945,117639332592,168241175675,1
7347156837,4754042663,39184836464,79165490689,1253,612,58777254696,195780102121,625,945,117554509392,168119866025,1
14686453299,9502999201,39163875464,79123260439,1253,554,117491626392,391350748367,625,945,234983252784,336059868175,1
14672798049,9494163451,3009804728,6080761303,1253,553,117382384392,390986876117,625,945,234764768784,335747403925,1
112612083,72866642,38438257664,77661353989,1253,67,450448332,1500390257,625,945,900896664,1288411825,1
112164558,72577067,3480500224,7032145199,1253,184,897316464,2988855289,625,945,1794632928,2566583225,1
894413289,578738011,3469239424,7009457999,1253,454,7155306312,23833481237,625,945,14310612624,20466234325,1
111682608,72265217,38120996864,77022166789,1253,183,893460864,2976012739,625,945,1786921728,2555555075,1
446718957,289053443,38120017664,77020193989,1253,453,3573751656,11903745181,625,945,7147503312,10221957725,1
3546705081,2294926819,37831520864,76438957789,1253,446,28373640648,94509249773,625,945,56747281296,81156772525,1
3542849481,2292432019,37790394464,76356100189,1253,445,28342795848,94406509373,625,945,56685591696,81068547325,1
7050413337,4562032163,3418382224,6906995699,1253,500,56403306696,187872760621,625,945,112806613392,161329676525,1
7043872587,4557799913,37567320464,75906671689,1253,499,56350980696,187698468871,625,945,112701961392,161180008775,1
3521161731,2278398769,37559058464,75890026189,1253,332,28169293848,93828594623,625,945,56338587696,80572280575,1
3518270031,2276527669,37528213664,75827882989,1253,304,28146160248,93751539323,625,945,56292320496,80506111675,1
3515676681,2274849619,3409141024,6888377399,1253,331,28125413448,93682434173,625,945,56250826896,80446769725,1
3512096481,2272533019,37462362464,75695212189,1253,303,28096771848,93587032373,625,945,56193543696,80364846325,1
218786691,141567859,37339595264,75447872389,1253,132,1750293528,5830021253,625,945,3500587056,5006342725,1
7000083987,4529466113,2871829328,5802781453,1253,612,56000671896,186531631471,625,945,112001343792,160178022575,1
18,11,12,23,43,28,48,161,20,36,18,23,1
592470510,362065319,12639370880,24667320143,593,306,1579921360,5299812237,295,450,1184941020,1514418139,1
589622226,360324701,12578607488,24550856975,593,305,1572325936,5274335919,295,450,1179244452,1507139191,1
287628276,175772839,12272139776,23963460527,593,302,767008736,2572921473,295,450,1150513104,1470426913,1
286232808,174920053,12212599808,23849342255,593,301,763287488,2560439787,295,450,1144931232,1463294521,1
550243266,336259781,11738523008,22940695055,593,214,1467315376,4922112999,295,450,1100486532,1406504071,1
546248022,333818243,11653291136,22777333967,593,213,63333104,212451207,295,450,1092496044,1396294003,1
503906082,307942613,10749996416,21046019087,593,242,1343749552,4507652631,295,450,1007812164,1288086823,1
592402422,362023711,12637918336,24744874153,593,306,12438896,41726715,295,450,1184804844,1514303561,1
500866638,306085175,10685154944,20921739599,593,241,1335644368,4480466493,295,450,1001733276,1280319355,1
589554138,360283093,12577154944,24628410985,593,305,1572144368,5273816487,295,450,1179108276,1507024613,1
287594232,175752035,12270687232,24041014537,593,302,766917952,2572661757,295,450,1150376928,1470312335,1
286198764,174899249,12211147264,23926896265,593,301,763196704,2560180071,295,450,1144795056,1463179943,1
238003140,145446367,10154800640,19905227183,593,220,634675040,2129052201,295,450,952012560,1216787329,1
118251267,72264665,10090774784,19782510959,593,206,315336712,1057815057,295,450,946010136,1209117565,1
236416512,144476761,10087104512,19775476271,593,219,630444032,2114860695,295,450,945666048,1208677897,1
941106882,575120887,10038473408,19682266655,593,234,2509618352,8418663573,295,450,470553441,601426148,1
117391047,71738975,10017369344,19641817199,593,205,313042792,1050120867,295,450,939128376,1200324205,1
935314734,571581241,9976690496,19563849407,593,233,108442288,363776349,295,450,467657367,597725609,1
550175178,336218173,1676724352,3288321295,593,214,1467133808,4921593567,295,450,1100350356,1406389493,1
546179934,333776635,11651838592,22854887977,593,213,1456479824,4885858329,295,450,1092359868,1396179425,1
113739891,69507713,9705804032,19044650351,593,202,303306376,1017463305,295,450,909919128,1163001277,1
112898787,68993705,9634029824,18907083119,593,201,301063432,1009940097,295,450,903190296,1154403325,1
503837994,307901005,977140352,1920324827,593,242,1343567984,4507133199,295,450,1007675988,1287972245,1
593205226,362514315,18982567232,37307141467,593,306,4745641808,15919733843,295,450,296602613,379106125,1
500798550,306043567,1526243200,2999899087,593,241,58063600,194780307,295,450,1001597100,1280204777,1
590356942,360773697,2698774592,5304635245,593,305,4722855536,15843304889,295,450,295178471,377286388,1
845947434,516967891,9023439296,17736784607,593,262,2255859824,7567515177,295,450,422973717,540629834,1
420980874,257266097,8980925312,17655299471,593,314,1122615664,3765932715,295,450,841961748,1076166847,1
841684566,514362805,8977968704,17649632639,593,261,2244492176,7529386191,295,450,420842283,537906335,1
419317782,256249763,8945446016,17587297487,593,313,1118180752,3751057281,295,450,838635564,1071916723,1
287995634,175997337,18431720576,36251352043,593,302,2303965072,7728912985,295,450,575991268,736216637,1
286600166,175144551,18342410624,36080174635,593,301,2292801328,7691467927,295,450,573200332,732650441,1
237969096,145425563,10153348096,19982781193,593,220,634584256,2128792485,295,450,951876384,1216672751,1
73063734,44650061,779346496,1533916477,593,280,194836624,653604087,295,450,36531867,46694464,1
118234245,72254263,10089322240,19860064969,593,206,315291320,1057685199,295,450,945873960,1209002987,1
800088150,488942773,8534273600,16799217023,593,279,2133568400,7157329359,295,450,400044075,511330847,1
236382468,144455957,1440807424,2836147183,593,219,630353248,2114600979,295,450,945529872,1208563319,1
72382362,44233667,772078528,1519986205,593,234,193019632,647509593,295,450,36191181,46259143,1
117374025,71728573,10015916800,19719371209,593,205,312997400,1049991009,295,450,938992200,1200209627,1
396206538,242126225,1207486592,2377472057,593,254,1056550768,3544340043,295,450,792413076,1012854655,1
935178558,571498025,9975237952,19641403417,593,233,2493809488,8365817163,295,450,467589279,597668320,1
550977982,336708777,17631295424,34717203835,593,214,4407823856,14786636129,295,450,275488991,352127608,1
394199358,240899615,1201369472,2365747577,593,253,1051198288,3526386933,295,450,788398716,1007725195,1
546982738,334267239,17503447616,34472162203,593,213,4375861904,14679430415,295,450,273491369,349575091,1
593199962,362511099,18982398784,37387156661,593,306,4745599696,15919771747,295,450,296599981,379112666,1
590351678,360770481,2698750528,5316065987,593,305,4722813424,15843342793,295,450,295175839,377292929,1
96764883,59134097,8257270016,16268293487,593,190,258039688,865631289,295,450,774119064,989478973,1
8747913,5345947,746488576,1470938797,593,202,23327768,78256419,295,450,69983304,89452823,1
96038475,58690181,8195283200,16149485423,593,189,256102600,859133973,295,450,768307800,982053469,1
1535420850,938312771,8188911200,16137272423,593,356,4094455600,13735457193,295,450,1535420850,1962580313,1
1530508038,935310497,8162709536,16087052567,593,355,4081354768,13691514819,295,450,1530508038,1956302831,1
112881765,68983303,9632577280,18984637129,593,201,301018040,1009810239,295,450,903054120,1154288747,1
95493669,58357244,8148793088,16060379375,593,94,127324892,427130493,295,450,763949352,976484341,1
287993002,175995729,1675595648,3302851567,593,302,2303944016,7728931937,295,450,575986004,736229719,1
286597534,175142943,18342242176,36160189829,593,301,2292780272,7691486879,295,450,573195068,732663523,1
617134698,377137883,6582770112,12978497285,593,306,1645692528,5520733217,295,450,308567349,394414207,1
614286414,375397265,936055488,1845752243,593,305,1638097104,5495256899,295,450,307143207,392594470,1
93792345,57317546,8003613440,15782118383,593,93,62528230,209760897,295,450,750338760,959093029,1
373114410,228014369,7959774080,15698092943,593,184,994971760,3337793787,295,450,746228820,953841439,1
370227894,226250387,7898195072,15580066511,593,183,987274384,3311975505,295,450,740455788,946464787,1
299960370,183309121,6399154560,12626567477,593,302,799894320,2683381963,295,450,599920740,766832801,1
298564902,182456335,6369384576,12569508341,593,301,796173072,2670900277,295,450,597129804,763266605,1
550972718,336705561,17631126976,34797219029,593,214,4407781744,14786674033,295,450,275486359,352134149,1
504640798,308391609,16148505536,31875189883,593,242,4037126384,13543255025,295,450,252320399,322523296,1
546977474,334264023,17503279168,34552177397,593,213,4375819792,14679468319,295,450,273488737,349581632,1
501601354,306534171,16051243328,31688770651,593,241,4012810832,13461696611,295,450,250800677,320581429,1
845811258,516884675,9021986752,17814338617,593,262,2255496688,7566476313,295,450,422905629,540572545,1
420912786,257224489,1282781824,2533264783,593,314,1122434096,3765413283,295,450,841825572,1076052269,1
841548390,514279589,8976516160,17727186649,593,261,2244129040,7528347327,295,450,420774195,537849046,1
419249694,256208155,8943993472,17664851497,593,313,1117999184,3750537849,295,450,838499388,1071802145,1
2825382702,1726622821,7534353872,14882704211,593,528,7534353872,25275420015,295,450,2825382702,3611518573,1
2820584586,1723690639,7521558896,14858180507,593,528,7521558896,25232503533,295,450,2820584586,3605387647,1
618497434,377970667,19791917888,39099411049,593,306,4947979472,16598945555,295,450,309248717,395294748,1
574907454,351332345,557486016,1101380431,593,214,1533086544,5143033979,295,450,287453727,367435690,1
510941946,312242311,681255928,1345909555,593,460,1362511856,4570808469,295,450,510941946,653107963,1
509814102,311553073,97107448,191861041,593,459,1359504272,4560720531,295,450,509814102,651666829,1
615649150,376230049,19700772800,38924716297,593,305,4925193200,16522516601,295,450,307824575,393475011,1
570912210,348890807,553611840,1093954927,593,213,66192720,222056467,295,450,285456105,364883173,1
86948817,53135390,7419632384,14662821359,593,90,28982939,97229004,295,450,695590536,889136965,1
300641738,183725513,19241071232,38043621625,593,302,2405133904,8068518841,295,450,601283476,768593883,1
238370498,145670865,15255711872,30164002027,593,220,1906963984,6397305169,295,450,476740996,609396845,1
85323957,52142420,7280977664,14397066479,593,89,113765276,381649281,295,450,682591656,872527285,1
341286270,208563839,7280773760,14396675663,593,162,910096720,3053108757,295,450,682572540,872502859,1
299246270,182872727,19151761280,37872444217,593,301,2393970160,8031073783,295,450,598492540,765027687,1
803564898,491067455,8571358912,16950635257,593,280,2142839728,7188606093,295,450,401782449,513581815,1
59217473,36188457,2165667584,4282846813,593,206,473739784,1589259727,295,450,473739784,605561963,1
