penyebut,pembilang,penyebut m(x),pembilang m(x),tau(x),sigma(x),maks orbit(penyebut),maks orbit(pembilang),banyaknya n,banyaknya kenaikan,mutlak selisih maksimum(penyebut),mutlak selisih maksimum(pembilang),klasifikasi
5021047101115067,3012628100332505,29213364951942208,70572920004313329,1179,832,80336753617841072,438852873632858227,588,1005,80336753617841072,207886153217112649,0
1231187861596618,738712677258711,315184092568734208,761462433955431933,1179,832,615593930798309,3362785196565041,588,1005,2462375723193236,6371855342995035,0
147882497991986,88729493930589,37857919485948416,91474214235950739,1179,832,591529991967944,3231333893770943,588,1005,591529991967944,1530696136541967,0
144084102727966,86450456835373,36885530298359296,89132488032122175,1179,832,144084102727966,787084410275153,588,1005,288168205455932,745690643450443,0
1144834255238578,686900514862689,293077569341075968,708227347809457095,1179,832,4579337020954312,25015425724917301,588,1005,4579337020954312,11849918112105993,0
1139391866549918,683635081740661,291684317836779008,704872014534913383,1179,832,569695933274959,3112063454169966,588,1005,2278783733099836,5896793642442085,0
567896226720614,340737716967897,13216494003679744,31938768330423945,1179,832,567896226720614,3102232400014757,588,1005,1135792453441228,2939082991577487,0
409904917279517,245942936554911,2384901336899008,5763464373855435,1179,832,6558478676472272,35826840459279941,588,1005,6558478676472272,16971338855870943,0
17935853146088273,10761511281578479,52177027334074976,126095864410762605,1179,832,286973650337412368,1567644054609145809,588,1005,286973650337412368,742600276680938147,0
2238640343159091,1343184130192606,191030642616242432,461664824401688759,1179,832,35818245490545456,195663472493610025,588,1005,35818245490545456,92686699547986211,0
8923499549902569,5354099427655658,761471961591685888,1840275683196551173,1179,832,142775992798441104,779939042889287051,588,1005,2130984967140912,5514340152424435,0
8898242302329109,5338945079539870,2277950029396251904,5505254832754205967,1179,832,142371876837265744,777731523772406519,588,1005,2124953385630832,5498732845086239,0
2222869910254361,1333721870716902,569054697025116416,1375271335824961611,1179,832,35565918564069776,194285114403871619,588,1005,35565918564069776,92033778962316705,0
142102167882773039,85261295904518841,2273634686124368624,5494861835288371641,1179,832,2273634686124368624,12420131436482267423,588,1005,2273634686124368624,5883475236682448877,0
141016978952433399,84610182564747569,752090554412978128,1817681629111167091,1179,832,2256271663238934384,12325284388431738215,588,1005,33675696466252752,87142488256213207,0
34935275530373331,20961164122000421,46580367373831108,112580807570476171,1179,832,558964408485973296,3053442733955984675,588,1005,8342752365462288,21588520141723603,0
2159634747537761,1295780774166972,552866495369666816,1336283064636418641,1179,832,34554155960604176,188758271209461599,588,1005,2658011996969552,6878134116230745,0
2137223909207881,1282334271556508,547129320757217536,1322464844493558585,1179,832,34195582547326096,186799531661354103,588,1005,2630429426717392,6806761463933953,0
68201628984600477,40920975027060059,363742021251202544,879208518139923709,1179,832,1091226063753607632,5961019283665208813,588,1005,1091226063753607632,2823765670949636215,0
68095502395226007,40857299075275313,363176012774538704,877845250096197001,1179,832,1089528038323616112,5951743666476171719,588,1005,83809849101816624,216874758482738617,0
5225730361665749,3135438035532739,83611685786651984,202102382936063853,1179,832,83611685786651984,456743950875363045,588,1005,6431668137434768,16643230082189723,0
8444418172568989,5066650609481609,1080885526088830592,2612719564221074499,1179,832,135110690761103824,738066645226928865,588,1005,10393130058546448,26894312439077743,0
66508430265332617,39905055824984421,8513079073962574976,20578989356930635815,1179,832,1064134884245321872,5813031259317289981,588,1005,1064134884245321872,2753664521732635383,0
65704600852423647,39422758191428095,2803396303036742272,6777051914592523021,1179,832,1051273613638778352,5742775386595546867,588,1005,1051273613638778352,2720384674019419769,0
65667462818909037,39400475371975117,2801811746940118912,6773235157465440919,1179,832,1050679405102544592,5739529467835294825,588,1005,1050679405102544592,2718847098885632027,0
262178065604033293,157306830093624579,762699827211733216,1843799911363431375,1179,832,4194849049664532688,22915135080061835629,588,1005,6088315021283792,15754757136154983,0
8163502712946009,4898101338640735,3958061921428368,9568600044510709,1179,832,130616043407136144,713514223114546729,588,1005,189573357630096,490559805868507,0
42507888580394523,25504731624498325,41219770744624992,99657378948795851,1179,832,680126217286312368,3715316398476698683,588,1005,52317401329716336,135382097530678277,0
1992735199878547839,1195641047650997273,60385915147834783,146008166372044268,1179,832,31883763198056765424,174171077504790022031,588,1005,2452597169081289648,6346608480083255665,0
248152799015807043,148891670392012069,1323481594750970896,3200114261049636845,1179,832,3970444784252912688,21689305843517029939,588,1005,3970444784252912688,10274358426388760297,0
30820458657020271,18492274070641193,20546972438013514,49682769459121055,1179,832,21440319065753232,117121812470728921,588,1005,9304289405892912,24076806098376953,0
121558357152812549,72935009828885619,1944933714445000784,4703115495357232923,1179,832,84562335410652208,461937921449207155,588,1005,36696862536698128,94960906014634323,0
481144721734742011,288686815283507453,481144721734742011,1163519604829623105,1179,832,7698315547755872176,42053527972395353163,588,1005,7698315547755872176,19921030943783758129,0
15024800671197013,9014879848003941,1923174485913217664,4650695049758071269,1179,832,240396810739152208,1313213789689328977,588,1005,240396810739152208,622077962336952915,0
468335084612599,281001033454705,7493361353801584,18120910356157197,1179,832,7493361353801584,40933928659789799,588,1005,7493361353801584,19390670929556933,0
231522490563242,138913485730469,59269757584189952,143335972414744467,1179,832,926089962252968,5058945682409917,588,1005,926089962252968,2396456450791465,0
3630049037311362,2178029286054661,309764184517236224,749181176283200825,1179,832,14520196149245448,79319410786904359,588,1005,14520196149245448,37574154286835927,0
114678676034942919,68807201286341905,38226225344980973,92456720915447234,1179,832,1834858816559086704,10023277385628159319,588,1005,1834858816559086704,4748097386327879573,0
28536557126681661,17121933194870515,304389942684604384,736232837478182467,1179,832,456584914026906576,2494185158194325341,588,1005,456584914026906576,1181513282236072967,0
7094579947899369,4256747699205583,37837759722129968,91520767645804703,1179,832,113513279166389904,620088741249007801,588,1005,113513279166389904,293740494842663195,0
878310805810468,526986449956401,224847566287479808,543874553261152593,1179,832,7026486446483744,38383578834000761,588,1005,7026486446483744,18182581520117895,0
54373077863588,32623844632523,1265409812098048,3060961870081161,1179,832,434984622908704,2376190375376855,588,1005,434984622908704,1125618990704729,0
1735851215636626,1041510662720299,40397991927543296,97721584655701659,1179,832,1735851215636626,9482434347766997,588,1005,3471702431273252,8983799366663761,0
6928514345125459,4157108340714505,443424918088029376,1072641207431937333,1179,832,110856229522007344,605574343214304059,588,1005,110856229522007344,286865085912681953,0
6905147036824829,4143087956183751,441929410356789056,1069037773325039379,1179,832,110482352589197264,603532003012452053,588,1005,8498642506861328,21992125987465419,0
237411373114071,142446814712525,5064775959766848,12251955092992669,1179,832,3798581969825136,20750516753041391,588,1005,292198613063472,756128936628529,0
1887319434215133,1132391587512767,40262814596589504,97400262580123291,1179,832,30197110947442128,164957801247356741,588,1005,30197110947442128,78141765880602079,0
1740720733100347699,1044432372308767621,1740720733100347699,4211100733607015826,1179,832,27851531729605563184,152144619513314201603,588,1005,27851531729605563184,72072075104696013017,0
13538915319359168,8123348665043915,3465962321755947008,8384903043364933359,1179,832,108311322554873344,591672532742258969,588,1005,108311322554873344,280279855234850063,0
4155375,2374492,1108100,1649373,189,167,33243000,80152783,93,141,2216200,1702717,0
115543763625,66024559196,30811670300,46619752049,189,167,924350109000,2229095849129,93,141,61623340600,47373547371,0
346117438635,197779715072,46148991818,70386476115,189,167,2768939509080,6677935085723,93,141,184595967272,141951457793,0
351330038165,200757989588,281064030532,431980337285,189,167,2810640305320,6779056737717,93,141,562128061064,432390032941,0
345579497831,197471983172,1382317991324,2125384254553,189,167,2764635982648,6668125584615,93,141,2764635982648,2126594481419,0
112469577743,64267666284,449878310972,692106601039,189,167,899756621944,2170168762927,93,141,899756621944,692119319027,0
18805339787,10745795232,37610679574,57917163593,189,167,150442718296,362864163067,93,141,150442718296,115729100783,0
412495475769,235709157680,274996983846,423968175907,189,167,3299963806152,7959531554633,93,141,1099987935384,846210104087,0
404194426551,230965726768,269462951034,415648845833,189,167,3233555412408,7799396677159,93,141,1077851804136,829196731513,0
393028871073,224585444200,131009623691,202228653347,189,167,3144230968584,7584002559121,93,141,1048076989528,806312321679,0
35340975349,20194605228,141363901396,218947135187,189,167,282727802792,681974553845,93,141,282727802792,217536924001,0
1036561730097,592313598764,1382082306796,2147534343337,189,167,8292493840776,20003218776305,93,141,2764164613592,2127065257551,0
780485872431,445986123844,1040647829908,1621003092291,189,167,6243886979448,15061953802543,93,141,2081295659816,1601735759633,0
64436360833,36820275084,257745443332,402663462659,189,167,515490886664,1243543493057,93,141,515490886664,396758074237,0
259729808845,148414933124,207783847076,325363385785,189,167,2077838470760,5012595325741,93,141,415567694152,319878008933,0
3183307724755,1819006476836,2546646179804,3995410558645,189,167,25466461798040,61436791908499,93,141,5093292359608,3920782169627,0
1046588765533,598041779298,8372710124264,13158831049123,189,167,8372710124264,20199201822293,93,141,8372710124264,6445680860497,0
113820858017,65039488484,455283432068,717002293021,189,167,910566864136,2196795583425,93,141,910566864136,701048639933,0
430520052581,246007561658,3444160420648,5434850125751,189,167,3444160420648,8309418032829,93,141,3444160420648,2651871525209,0
6617915120053,3781604674900,26471660480212,41832521487929,189,167,52943320960424,127733637159381,93,141,52943320960424,40766568022657,0
8691173761579,4966304144500,34764695046316,54968464442597,189,167,69529390092632,167751018880683,93,141,69529390092632,53539042357951,0
539153693887,308082790078,4313229551096,6821780180317,189,167,4313229551096,10406402756871,93,141,4313229551096,3321309220123,0
402258678671,229858335686,3218069429368,5090669222201,189,167,3218069429368,7764158451831,93,141,3218069429368,2478023123339,0
3947576849533,2255720887624,3947576849533,6249078777821,189,167,31580614796264,76194374335917,93,141,31580614796264,24318801170137,0
321395002949,183651214082,2571160023592,4073758243379,189,167,2571160023592,6203483079741,93,141,2571160023592,1979999959961,0
509329673045,291040633694,814927476872,1291643903665,189,167,4074637384360,9830988493821,93,141,814927476872,627568362853,0
5057593104835,2890004436712,1011518620967,1603667825560,189,167,40460744838680,97621027494483,93,141,8092148967736,6231755356859,0
1673948521207,956525814408,1673948521207,2654607456164,189,167,13391588169656,32310440271431,93,141,13391588169656,10312954371403,0
1316573429107,752314824900,5266293716428,8356966463201,189,167,10532587432856,25412593705139,93,141,10532587432856,8111421401383,0
3836828171677,2192435249788,15347312686708,24381764559791,189,167,30694625373416,74059645083741,93,141,30694625373416,23639750917033,0
3779592116647,2159729217748,15118368466588,24032198598101,189,167,30236736933176,72955329018471,93,141,30236736933176,23287627684363,0
3752741505629,2144386145564,15010966022516,23868192108487,189,167,30021932045032,72437271034269,93,141,30021932045032,23122438768361,0
4704283441525,2688113372652,3763426753220,5999064619879,189,167,37634267532200,90806909805173,93,141,7526853506440,5797625171501,0
1017614238475,581483035598,1628182781560,2601489243617,189,167,8140913907800,19643543327827,93,141,1628182781560,1254234943499,0
1012788039713,578725233386,8102304317704,12948332913263,189,167,8102304317704,19550423644665,93,141,8102304317704,6241480355237,0
269749206557,154139495722,2157993652456,3452153964767,189,167,2157993652456,5207179976117,93,141,2157993652456,1662439766513,0
90916352343,51951211556,121221803124,194080980203,189,167,727330818744,1755045671255,93,141,242443606248,186775720169,0
12715900749,7266090538,33909068664,54290676533,189,167,101727205992,245467290085,93,141,33909068664,26123166667,0
4437724468311,2535793922584,1479241489437,2369658193249,189,167,35501795746488,85666191289063,93,141,11833931915496,9116920206073,0
4365330482493,2494426329856,2910220321662,4665303284489,189,167,34922643859944,84269352557005,93,141,11640881286648,8968437417619,0
1444749332661,825555027392,963166221774,1544506710553,189,167,11557994661288,27889872100805,93,141,3852664887096,2968228555163,0
169200738645,96684255956,45120196972,72367771863,189,167,1353605909160,3266308673909,93,141,90240393944,69524902223,0
126144816405,72081346124,33638617708,53966655717,189,167,1009158531240,2435149523861,93,141,67277235416,51833663087,0
1372582885733,784317694236,5490331542932,8812368474679,189,167,10980663085864,26497023821605,93,141,10980663085864,8460193569617,0
338797334371,193594655394,2710378674968,4352789751211,189,167,2710378674968,6540353240123,93,141,2710378674968,2088291409759,0
45835877623,26191411030,366687020984,589094222353,189,167,366687020984,884847551391,93,141,366687020984,282528663187,0
166568117271,95179886630,444181646056,713875470627,189,167,1332544938168,3215560581887,93,141,444181646056,342242743633,0
440098287315,251479706474,234719086568,377388492393,189,167,3520786298520,8496038656331,93,141,234719086568,180854339873,0
70078383719,40043987964,280313534876,450793406107,189,167,560627069752,1352857065799,93,141,560627069752,431974582571,0
1739472910305,993964523492,463859442748,746206641939,189,167,13915783282440,33580491995393,93,141,927718885496,714835161395,0
353181070281,201813679306,941816187416,1515595000437,189,167,2825448562248,6818179147681,93,141,30381167336,23409899153,0
130177418453,74385581174,1041419347624,1677190138313,189,167,1041419347624,2513103780957,93,141,33594172504,25886430407,0
113987709597,65134497424,75991806398,122467169331,189,167,911901676776,2200574593645,93,141,303967225592,234232116851,0
69511732905,39720174266,37072924216,59751913705,189,167,556093863240,1341950978369,93,141,37072924216,28567889379,0
2491088571705,1423449875626,1328580571576,2141771873505,189,167,19928708573640,48091543006609,93,141,1328580571576,1023794299219,0
5414734687979,3094070282276,21658938751916,34921848570457,189,167,43317877503832,104533997060907,93,141,43317877503832,33380656416191,0
84491849513,48280060265,1351869592208,2179824896311,189,167,675934796104,1631155970061,93,141,675934796104,520875036497,0
336776308229,192439625333,5388420931664,8689981328683,189,167,2694210465832,6501641081625,93,141,2694210465832,2076170377421,0
10724352004291,6128074115956,42897408017164,69196810374773,189,167,85794816034328,207039689850051,93,141,85794816034328,66114436908919,0
332903529767,190226632010,2663228238136,4297318432487,189,167,2663228238136,6426913333599,93,141,2663228238136,2052337782323,0
20675538179,11814346748,82702152716,133485137827,189,167,165404305432,399155651235,93,141,165404305432,127465362071,0
329792148431,188448718358,2638337187448,4259007691601,189,167,2638337187448,6366877049079,93,141,85107651208,65586791189,0
4097329165577,2341281549888,8194658331154,13240450490183,189,167,32778633324616,79102717156441,93,141,1057375268536,814877264843,0
1993635037333,1139195655216,3987270074666,6450655616077,189,167,15949080298664,38489513332325,93,141,15949080298664,12291936207217,0
207790441997,118734843252,831161767988,1345295519041,189,167,1662323535976,4011664540717,93,141,1662323535976,1281174046073,0
414735945053,236986869444,1658943780212,2685381231469,189,167,3317887560424,8007025128637,93,141,3317887560424,2557148095817,0
1240430352373,708802069972,4961721409492,8032851117209,189,167,9923442818984,23948184995349,93,141,9923442818984,7648196538817,0
206017377319,117721674348,824069509276,1334362138847,189,167,1648139018552,3977451433415,93,141,53165774792,40976195701,0
222835288689,127331699806,594227436504,962266128983,189,167,1782682309512,4302148174297,93,141,19168626984,14773784617,0
1056145900149,603498890626,2816389067064,4561218241553,189,167,8449167201192,20390403756397,93,141,2816389067064,2170676898307,0
1295472057403,740253709912,1295472057403,2098393208381,189,167,10363776459224,25010982270219,93,141,10363776459224,7987728927487,0
433706459597,247826834954,3469651676776,5626001798447,189,167,3469651676776,8373435643365,93,141,3469651676776,2674292294753,0
840217638543,480113681422,2240580369448,3638719018471,189,167,6721741108344,16222102793239,93,141,2240580369448,1727069385849,0
191483601447,109416750842,510622937192,829766240069,189,167,1531868811576,3697004202527,93,141,510622937192,393604460241,0
190885483465,109074972966,305416773544,496381501997,189,167,1527083867720,3685462654289,93,141,305416773544,235426421465,0
38045399435,21739739862,60872639096,98950773325,189,167,304363195480,734551239283,93,141,60872639096,46923170539,0
35286677885,20163360518,56458684616,91824829549,189,167,673731320,1625995383,93,141,56458684616,43521619117,0
602288981949,344157299264,401525987966,653547577937,189,167,11499550968,27753464911,93,141,1606103951864,1238115024147,0
591413614215,337942874344,39427574281,64233716986,189,167,4731308913720,11418843687511,93,141,315420594248,243160487733,0
145609486205,83203494918,232975177928,379847324653,189,167,1164875889640,2811410539717,93,141,232975177928,179608041133,0
145177618615,82956716298,232284189784,378778038875,189,167,1161420948920,2803076871407,93,141,232284189784,179076397031,0
66841285505,38194133876,53473028404,87207573125,189,167,534730284040,1290567562209,93,141,106946056808,82449039097,0
44354187727,25344660560,88708375454,144706240543,189,167,354833501816,856390310719,93,141,354833501816,273558038563,0
351222871793,200694091348,1404891487172,2292944756929,189,167,2809782974344,6781448642513,93,141,2809782974344,2166240039437,0
1390076831477,794310947212,5560307325908,9080015005531,189,167,11120614651816,26839916825717,93,141,11120614651816,8573771034593,0
86438139857,49392058822,691505118856,1129529656817,189,167,691505118856,1668972054617,93,141,691505118856,533142098213,0
69376255771,39642634776,69376255771,113393904497,189,167,555010046168,1339546003691,93,141,555010046168,427916735839,0
273513805469,156289870494,2188110443752,3579120299189,189,167,2188110443752,5281164995269,93,141,2188110443752,1687098927521,0
250441477955,143105984372,200353182364,327859332017,189,167,2003531823640,4835694154563,93,141,400706364728,308961800395,0
886566798745,506597377158,1418506877992,2322745733501,189,167,7092534389960,17118558257057,93,141,1418506877992,1093757268905,0
5231316411743,2989250940930,41850531293944,68589243462923,189,167,41850531293944,101011557274231,93,141,41850531293944,32270494023467,0
8629021445419,4930748538676,34516085781676,56614108093877,189,167,69032171563352,166619401353387,93,141,69032171563352,53231643215551,0
5109225656495,2919485649246,8174761050392,13414639918633,189,167,40873805251960,98655518259319,93,141,8174761050392,6303783839119,0
70843187955,40480824344,4722879197,7750858283,189,167,566745503640,1367933031491,93,141,37783033576,29135642937,0
18055005189,10316891164,24073340252,39515456189,189,167,144440041512,348630478789,93,141,48146680504,37127660667,0
107679219973,61529459490,861433759784,1414470570403,189,167,861433759784,2079223808381,93,141,861433759784,664291499737,0
58480728223,33416729860,233922912892,384190380089,189,167,467845825784,1129232228511,93,141,467845825784,360780930787,0
145637812361,83219538254,1165102498888,1913942776301,189,167,1165102498888,2812196562993,93,141,1165102498888,898480261469,0
71635282855,40933421356,57308226284,94226044195,189,167,573082262840,1383257156679,93,141,114616452568,88390729967,0
67585623725,38619380006,108136997960,177967803229,189,167,540684989800,1305073489269,93,141,108136997960,83396990173,0
8514408,5321501,354767,756851,227,200,11352544,51428771,112,185,11352544,23047411,0
2999327934120,1874577130697,999775978040,2141329396943,227,200,3999103912160,18112141295767,112,185,3999103912160,8114381515367,0
1313359462920,820848338407,875572975280,1876350444941,227,200,1751145950560,7930755157577,112,185,1751145950560,3552890281177,0
573748667592,358592298773,191249555864,410080421453,227,200,764998223456,3464474133643,112,185,764998223456,1551978575003,0
243811882704,152382140773,325082510272,697596295501,227,200,325082510272,1472140636883,112,185,325082510272,659434361203,0
52194365184,32621412289,69592486912,149451624007,227,200,69592486912,315135782759,112,185,69592486912,141154565479,0
806864448,504289255,1075819264,2310479161,227,200,1075819264,4871617265,112,185,1075819264,2182069105,0
25071970560,15669949277,33429294080,71805535307,227,200,33429294080,151375931947,112,185,33429294080,67802696747,0
182209409760,113880634477,242945879680,522121976407,227,200,242945879680,1100081273147,112,185,242945879680,492716573947,0
333276901800,208297592249,111092300600,238872172811,227,200,444369202400,2012081497639,112,185,444369202400,901158491639,0
40253557350,25158415423,214685639200,461713856527,227,200,53671409800,243018384203,112,185,53671409800,108839859703,0
77962395048,48726382913,25987465016,55900732121,227,200,103949860064,470668174303,112,185,103949860064,210793524143,0
76530407712,47831391881,102040543616,219520602275,227,200,102040543616,462019860031,112,185,102040543616,206918500991,0
149061617760,93163288183,198748823680,427639764493,227,200,198748823680,899887112513,112,185,198748823680,403015053313,0
144389205120,90243033811,192518940160,414317404981,227,200,192518940160,871668928421,112,185,192518940160,390371578021,0
142293327744,88933112053,189724436992,408341007811,227,200,3110236672,14082152783,112,185,3110236672,6306561103,0
267178484760,166986130739,11132436865,23970057322,227,200,5839966880,26440815889,112,185,5839966880,11840898689,0
251348669880,157092509327,41891444980,90235544659,227,200,335131559840,1517291398897,112,185,335131559840,679462499297,0
249890010216,156180848225,83296670072,179430812663,227,200,333186680288,1508482359295,112,185,333186680288,675515658575,0
30958749030,19349167351,165113328160,355694993839,227,200,41278332040,186884425811,112,185,41278332040,83688595711,0
30663037470,19164347869,163536199840,352320492691,227,200,40884049960,185098591109,112,185,40884049960,82888466209,0
59823915684,37389847445,159530441824,343749214711,227,200,79765220912,361125500575,112,185,79765220912,161712448295,0
56250115008,35156225033,75000153344,161677282199,227,200,75000153344,339543153823,112,185,75000153344,152042770463,0
13010888256,8131781873,17347851008,37417692095,227,200,1020461824,4619706119,112,185,1020461824,2068551559,0
130209563360,81380736511,520838253440,1123936968383,227,200,30637544320,138694289339,112,185,30637544320,62100428539,0
121103088216,75689202823,40367696072,87132098885,227,200,161470784288,730957323673,112,185,161470784288,327280362953,0
3006278480040,1878918387241,52741727720,113847207101,227,200,4008371306720,18145315562551,112,185,4008371306720,8124387295751,0
2985072348696,1865664575167,52369690328,113050367639,227,200,3980096464928,18017257455457,112,185,3980096464928,8067016293137,0
230573713240,144108117753,461147426480,996090101147,227,200,922294852960,4174920498149,112,185,922294852960,1869183365749,0
31897973640,19936168309,10632657880,22981927771,227,200,42530631520,192514037099,112,185,42530631520,86187458299,0
157244712360,98277621449,52414904120,113305629191,227,200,209659616480,949012870039,112,185,209659616480,424863828839,0
155920220232,97449815237,51973406744,112359318269,227,200,207893626976,941014985947,112,185,207893626976,421280918507,0
75777346848,47360682835,101036462464,218480446441,227,200,101036462464,457326992645,112,185,101036462464,204735836485,0
36842654112,23026580459,49123538816,106250082593,227,200,49123538816,222347254189,112,185,49123538816,99538407149,0
24396247436,15247602583,195169979488,422161333015,227,200,97584989744,441696066799,112,185,97584989744,197733592439,0
580705344024,362939595607,193568448008,418727535455,227,200,774273792032,3504556766857,112,185,774273792032,1568872286777,0
575270701512,359542949869,191756900504,414843341807,227,200,767027602016,3471740611699,112,185,767027602016,1554171606659,0
569870281176,356167692991,189956760392,410983388867,227,200,759827041568,3439131215521,112,185,759827041568,1539563611601,0
842652881,526656222,26964892192,58343546011,227,200,3370611524,15256016911,112,185,3370611524,6829488101,0
34722252096,21701331485,46296336128,100187940947,227,200,46296336128,209543603755,112,185,46296336128,93802763435,0
68132197056,42582472459,90842929408,196623237061,227,200,90842929408,411163193069,112,185,90842929408,184055869549,0
133583232552,83489221913,44527744184,96394813943,227,200,178110976736,806136941383,112,185,178110976736,360859499543,0
122492285304,76557392375,20415380884,44232247861,227,200,163323047072,739167997705,112,185,163323047072,330860380025,0
112836872760,70522771199,18806145460,40777967383,227,200,150449163680,680869500289,112,185,150449163680,304746591089,0
110923080360,69326653289,36974360120,80186426951,227,200,8699849440,39371428487,112,185,8699849440,17621804887,0
110190699960,68868916439,9182558330,19915577369,227,200,8642407840,39111310937,112,185,8642407840,17505291337,0
17938033520,11211226303,71752134080,155656928549,227,200,71752134080,324710167099,112,185,71752134080,145329831899,0
26273171760,16420666177,35030895680,76013519357,227,200,35030895680,158527881847,112,185,35030895680,70950642647,0
26177973360,16361167297,34903964480,75740938277,227,200,34903964480,157953098167,112,185,34903964480,70693186967,0
3726134160,2328824431,4968178880,10781260331,227,200,4968178880,22482758041,112,185,4968178880,10062310841,0
3700049640,2312521639,2466699760,5353284907,227,200,4933399520,22325266729,112,185,4933399520,9991767929,0
25673861976,16046098321,17115907984,37148717149,227,200,34231815968,154909413151,112,185,34231815968,69329873231,0
25152032328,15719955457,4192005388,9100385851,227,200,33536043104,151758764287,112,185,33536043104,67918656527,0
271498188024,169685662003,30166465336,65501181733,227,200,120665861344,546035568271,112,185,120665861344,244370914911,0
270483273144,169051341523,30053697016,65258934463,227,200,120214788064,543993011311,112,185,120214788064,243456041151,0
24414807096,15259190645,5425512688,11781918547,227,200,10851025376,49102558505,112,185,10851025376,21974995065,0
24246092160,15153744031,10776040960,23402744227,227,200,10776040960,48763014547,112,185,10776040960,21822912147,0
953257344,595783319,1271009792,2760817457,227,200,1271009792,5751420289,112,185,1271009792,2573895809,0
23405979480,14628674717,15603986320,33900753031,227,200,31207972640,141216819187,112,185,31207972640,63196887587,0
22779374496,14237047439,30372499328,66006230621,227,200,30372499328,137433684649,112,185,30372499328,61502436329,0
28993502368,18120858707,115974009472,252168796939,227,200,115974009472,524758042511,112,185,115974009472,234823018831,0
339103346136,211938640399,113034448712,245848902959,227,200,452137794848,2045791021009,112,185,452137794848,915446533889,0
55916971736,34947949689,111833943472,243267761539,227,200,223667886944,1012023802597,112,185,223667886944,452854085237,0
55371127592,34606797871,110742255184,240920399425,227,200,221484510368,1002137582563,112,185,221484510368,448426306643,0
109955682760,68721989093,109955682760,239229038371,227,200,439822731040,1990028955569,112,185,439822731040,890472127969,0
109506383560,68441177733,109506383560,238262868451,227,200,438025534240,1981891380689,112,185,438025534240,886827545089,0
109253687320,68283242943,109253687320,237719471311,227,200,437014749280,1977314621219,112,185,437014749280,884777748019,0
32641907640,20401098977,21761271760,47351502571,227,200,713484320,3228217627,112,185,713484320,1444506827,0
40553868720,25346051683,54071824960,117666178363,227,200,886423360,4010676233,112,185,886423360,1794617833,0
20148495792,12592751921,26864661056,58464794525,227,200,26864661056,121550216071,112,185,26864661056,54388563431,0
6662794372,4164227243,2805387104,6105859283,227,200,26651177488,120583585739,112,185,26651177488,53955642019,0
79159328664,49474350691,173595019,377870188,227,200,105545771552,477539605981,112,185,105545771552,213675177101,0
13100836112,8187984417,52403344448,114077682923,227,200,52403344448,237096572581,112,185,52403344448,106088211461,0
13003455920,8127121939,52013823680,113239825697,227,200,52013823680,235332881887,112,185,52013823680,105298322687,0
15466803960,9666707063,2577800660,5612751131,227,200,20622405280,93303997193,112,185,20622405280,41747983993,0
12818083760,8011264611,51272335040,111644766833,227,200,51272335040,231975550063,112,185,51272335040,103794712463,0
6392409712,3995237225,25569638848,55679262967,227,200,25569638848,115686545645,112,185,25569638848,51762448525,0
19070786904,11919185437,12713857936,27686972455,227,200,25427715872,115043945587,112,185,25427715872,51474655907,0
208150999488,130093756933,92511555328,201481464553,227,200,92511555328,418552381441,112,185,92511555328,187273493121,0
188334142272,117708276325,83704063232,182328574553,227,200,83704063232,378700625505,112,185,83704063232,169440467425,0
812217559392,507633534073,360985581952,786430815529,227,200,360985581952,1633185070981,112,185,360985581952,730721116101,0
293410707864,183380807863,97803569288,213088813859,227,200,391214277152,1769937852073,112,185,391214277152,791902159193,0
18116242458,11322596587,96619959776,210541769417,227,200,24154989944,109281351067,112,185,24154989944,48893876207,0
17932007814,11207450215,95637375008,208427107967,227,200,23909343752,108169139395,112,185,23909343752,48395780015,0
17853378774,11158307185,95218020128,207524569727,227,200,23804505032,107694462265,112,185,23804505032,48183199685,0
17774907414,11109262705,94799506208,206623818527,227,200,23699876552,107220737785,112,185,23699876552,47971046405,0
268248644952,167654556991,89416214984,195037218335,227,200,21039109408,95178627473,112,185,21039109408,42580853953,0
253534407288,158458182307,84511469096,184472875007,227,200,19885051552,89953668461,112,185,19885051552,40241039581,0
252350577528,157718290627,84116859176,183622919807,227,200,336467436704,1522066032157,112,185,336467436704,680897440397,0
251171862648,156981595747,83723954216,182776587647,227,200,334895816864,1514950602877,112,185,334895816864,677711060717,0
250892016360,156806692273,83630672120,182575653527,227,200,334522688480,1513261283503,112,185,334522688480,676954562303,0
20831831920,13019826911,83327327680,181922228293,227,200,83327327680,376941945563,112,185,83327327680,168623626363,0
10380144848,6487556569,41520579392,90652888235,227,200,41520579392,187823167357,112,185,41520579392,84021718877,0
10372811360,6482973151,2183749760,4767878837,227,200,41491245440,187690359883,112,185,41491245440,83962246283,0
7773039840,4858124449,545476480,1190976721,227,200,10364053120,46882937639,112,185,10364053120,20972804839,0
20704699600,12940369419,82818798400,180826771717,227,200,82818798400,374639613527,112,185,82818798400,167592617527,0
20690051200,12931214193,82760204800,180700548949,227,200,82760204800,374374335269,112,185,82760204800,167473823269,0
1472761472,920471085,5891045888,12863241857,227,200,5891045888,26648676625,112,185,5891045888,11921061905,0
10265536736,6415926687,41062146944,89665313567,227,200,41062146944,185747649931,112,185,41062146944,83092282571,0
20502517024,12814005641,82010068096,179084545897,227,200,82010068096,370978152893,112,185,82010068096,165952982653,0
7981947,4434407,21764,27383,261,173,7095064,20397589,129,192,7095064,11526215,0
